Ensembl_Gene_ID	Chromosome_Name	Gene_Start_bp	Gene_End_bp	HGNC_ID	HGNC_symbol
ENSG00000254914	11	42939775	42939998		
ENSG00000206282	CHR_HSCHR6_MHC_QBL_CTG1	33220485	33228152	HGNC:9769	RGL2
ENSG00000199739	14	45274359	45274477	HGNC:47515	RNU6-552P
ENSG00000089225	12	114353931	114408442	HGNC:11604	TBX5
ENSG00000142694	1	36322031	36324154	HGNC:25558	EVA1B
ENSG00000252590	7	23450658	23450722	HGNC:45677	RNU7-143P
ENSG00000235577	CHR_HSCHR6_MHC_DBB_CTG1	32460410	32460505		
ENSG00000239129	17	29883006	29883109		
ENSG00000252606	21	43996322	43996420	HGNC:48113	RNU6-1150P
ENSG00000278075	18	79900555	79900903		
ENSG00000140545	15	88898683	88913411	HGNC:7036	MFGE8
ENSG00000109158	4	46918900	46994407	HGNC:4078	GABRA4
ENSG00000198563	6	31530219	31542448	HGNC:13917	DDX39B
ENSG00000275174	15	21428879	21428985		
ENSG00000263815	17	21229334	21229628	HGNC:46442	RN7SL426P
ENSG00000206262	3	138947234	138953451	HGNC:34428	FOXL2NB
ENSG00000144909	3	125528858	125595090	HGNC:16397	OSBPL11
ENSG00000202063	1	230820250	230820358	HGNC:42856	RNA5SP79
ENSG00000272693	7	65647167	65648367		
ENSG00000100473	14	30874514	30895065	HGNC:2180	COCH
ENSG00000203335	7	154055585	154059561		
ENSG00000206745	6	41302466	41302572	HGNC:47606	RNU6-643P
ENSG00000278582	15	34520608	34521791		
ENSG00000163612	4	9153296	9165451	HGNC:44098	FAM86KP
ENSG00000108523	17	4940008	4945222	HGNC:24544	RNF167
ENSG00000229741	CHR_HSCHR6_MHC_DBB_CTG1	32368367	32382615	HGNC:1142	BTNL2
ENSG00000180532	19	57668935	57679152	HGNC:23709	ZSCAN4
ENSG00000233363	7	154092201	154096043		
ENSG00000109846	11	111908565	111923722	HGNC:2389	CRYAB
ENSG00000230069	4	102727274	102730721	HGNC:43819	LRRC37A15P
ENSG00000236484	1	161378707	161379358	HGNC:10454	RRM2P2
ENSG00000179083	X	93674013	93712274	HGNC:26748	FAM133A
ENSG00000238075	3	617789	618314	HGNC:50310	RPSAP32
ENSG00000087338	2	69829642	69881396	HGNC:23843	GMCL1
ENSG00000201415	6	17721786	17721903	HGNC:43104	RNA5SP204
ENSG00000239671	17	42714299	42714643		
ENSG00000236408	7	154838388	154865483		
ENSG00000166347	18	74250847	74292016	HGNC:2570	CYB5A
ENSG00000265112	9	89312225	89312306	HGNC:38289	MIR3153
ENSG00000215840	1	161406068	161407082		
ENSG00000276165	6	102828886	102828976		
ENSG00000259276	15	85621264	85627689		
ENSG00000135924	2	219279267	219286900	HGNC:5228	DNAJB2
ENSG00000229635	1	93384487	93384998		
ENSG00000224957	3	536231	846015	HGNC:50309	LINC01266
ENSG00000277642	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1	54868977	54869083		
ENSG00000163626	4	73056080	73069755	HGNC:26801	COX18
ENSG00000261186	2	242087351	242088457		
ENSG00000256713	11	61241042	61251448	HGNC:8887	PGA5
ENSG00000206447	CHR_HSCHR6_MHC_QBL_CTG1	31518986	31520501	HGNC:20668	MCCD1
ENSG00000229654	6	106695535	106699994		
ENSG00000277004	16	35746772	35746894		
ENSG00000275153	CHR_HSCHR17_7_CTG4	37928493	37939631	HGNC:19031	TBC1D3
ENSG00000198408	10	101784443	101818465	HGNC:7056	MGEA5
ENSG00000277882	1	161411597	161411802		
ENSG00000173418	20	20017116	20033655	HGNC:15908	NAA20
ENSG00000267364	17	35313502	35324900		
ENSG00000200564	15	25241746	25241827	HGNC:33058	SNORD115-39
ENSG00000169807	Y	22071756	22096007	HGNC:21504	PRY2
ENSG00000232232	CHR_HSCHR6_MHC_APD_CTG1	30415319	30415453	HGNC:19406	HLA-N
ENSG00000263618	18	14903580	14915628		
ENSG00000138658	4	112539333	112636995	HGNC:25654	ZGRF1
ENSG00000099377	16	30985207	30989152	HGNC:18324	HSD3B7
ENSG00000180481	12	75391070	75432688	HGNC:28592	GLIPR1L2
ENSG00000275554	11	81806571	81806635		
ENSG00000274345	CHR_HSCHR19_4_CTG3_1	54229658	54230835		
ENSG00000224717	1	205455929	205469024		
ENSG00000238213	13	60274776	60276006	HGNC:39848	TARDBPP2
ENSG00000262418	CHR_HSCHR1_3_CTG31	198650158	198733963	HGNC:9666	PTPRC
ENSG00000260351	15	83022571	83090782		
ENSG00000267656	18	13139780	13140489		
ENSG00000106701	9	105447796	105552433	HGNC:13753	FSD1L
ENSG00000180438	3	13937256	14082811	HGNC:32178	TPRXL
ENSG00000206713	17	75089862	75089974		
ENSG00000130713	9	130693721	130704894	HGNC:17097	EXOSC2
ENSG00000225238	X	41472264	41472653		
ENSG00000267943	19	53007512	53013180		
ENSG00000267036	19	590430	591300		
ENSG00000152382	1	166856510	166876327	HGNC:30631	TADA1
ENSG00000274520	2	44932320	44932406		
ENSG00000277549	13	60322591	60322766		
ENSG00000260477	15	86083345	86116717		
ENSG00000228498	CHR_HSCHR6_MHC_SSTO_CTG1	32987088	32987162	HGNC:19394	HLA-Z
ENSG00000277666	KI270727.1	100123	101141		
ENSG00000238607	15	28523185	28523267		
ENSG00000277190	CHR_HSCHR19_4_CTG3_1	54225142	54225500		
ENSG00000232971	1	108734256	108734725		
ENSG00000248262	4	11914667	11919688		
ENSG00000274746	CHR_HSCHR19_2_CTG2	21732245	21777005	HGNC:12880	ZNF100
ENSG00000248744	4	45009540	45051652		
ENSG00000270972	11	333192	333688		
ENSG00000231940	1	233288868	233289447	HGNC:36518	RPS7P3
ENSG00000270941	3	52734735	52735013		
ENSG00000272884	17	7439506	7445966		
ENSG00000139405	12	113185526	113192368	HGNC:25925	RITA1
ENSG00000266405	18	2652170	2655395	HGNC:42874	CBX3P2
ENSG00000226536	X	15917548	15918631	HGNC:42934	SETP15
ENSG00000213762	19	57614233	57623356	HGNC:12918	ZNF134
ENSG00000277319	13	31483414	31483699		
ENSG00000254993	11	49117019	49124570	HGNC:43980	TRIM77BP
ENSG00000220804	2	242088633	242160153		
ENSG00000256747	12	27779821	27781067		
ENSG00000213891	5	61390668	61391871	HGNC:36395	RPL3P6
ENSG00000234122	9	33634111	33634246	HGNC:18740	TRBV22OR9-2
ENSG00000204262	2	189031896	189179879	HGNC:2210	COL5A2
ENSG00000269560	19	12529768	12532973		
ENSG00000233998	9	137640986	137641547	HGNC:42924	SETP5
ENSG00000274279	15	22401208	22406944		
ENSG00000234922	7	25265924	25266290	HGNC:43964	TSEN15P3
ENSG00000164520	6	149883375	149898102	HGNC:16793	RAET1E
ENSG00000269936	5	149430286	149432834	HGNC:31532	MIR145
ENSG00000224160	2	242119856	242120053	HGNC:37901	CICP10
ENSG00000165568	10	4786629	4848062	HGNC:23437	AKR1E2
ENSG00000278632	CHR_HSCHR17_10_CTG4	36253540	36264677		
ENSG00000232946	9	6675284	6675614		
ENSG00000241316	3	67654697	67947713	HGNC:49643	SUCLG2-AS1
ENSG00000259074	14	20149232	20149745	HGNC:49192	PSMB7P1
ENSG00000088367	20	36091504	36232799	HGNC:3378	EPB41L1
ENSG00000213626	2	30231531	30323730	HGNC:29532	LBH
ENSG00000244528	2	242122287	242122469		
ENSG00000175315	11	66011841	66013505	HGNC:2478	CST6
ENSG00000188937	X	41447434	41475710	HGNC:8082	NYX
ENSG00000130544	19	7069444	7087968	HGNC:28632	ZNF557
ENSG00000185252	22	20394115	20408461	HGNC:13144	ZNF74
ENSG00000125652	19	6372433	6375251	HGNC:21306	ALKBH7
ENSG00000135413	12	54630811	54634895	HGNC:904	AXIN2
ENSG00000135413	12	54630811	54634895	HGNC:16430	LACRT
ENSG00000229638	3	185417495	185418778	HGNC:36179	RPL4P4
ENSG00000224209	1	63189989	63317231	HGNC:27294	LINC00466
ENSG00000225559	7	138163440	138164637		
ENSG00000165675	X	130623369	130903317	HGNC:2259	ENOX2
ENSG00000259095	14	20173632	20173813		
ENSG00000232400	7	16864267	16866308	HGNC:9808	RAD17P1
ENSG00000235421	7	65525629	65554744		
ENSG00000277317	CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	54724459	54767884	HGNC:6331	KIR2DL3
ENSG00000275190	CHR_HSCHR4_1_CTG9	68698372	68714400		
ENSG00000228679	6	83983728	84007323		
ENSG00000213238	7	138298088	138298484		
ENSG00000087448	12	27780020	27803040	HGNC:29252	KLHL42
ENSG00000225907	7	30167804	30168004	HGNC:36560	RPS27P16
ENSG00000142409	19	56087366	56121280	HGNC:26998	ZNF787
ENSG00000223893	7	49942251	49944440		
ENSG00000219784	6	121478273	121479908		
ENSG00000259460	15	37099339	37100173		
ENSG00000277037	CHR_HSCHR3_4_CTG3	195786867	195788741		
ENSG00000277518	CHR_HSCHR11_2_CTG1	1012824	1043528		
ENSG00000185158	17	32007872	32053504	HGNC:29070	LRRC37B
ENSG00000262732	16	13930677	13935635		
ENSG00000167110	9	128255829	128275995	HGNC:4425	GOLGA2
ENSG00000263301	17	7439159	7443327		
ENSG00000249898	8	6618475	6708209		
ENSG00000129214	17	7614064	7633383	HGNC:10839	SHBG
ENSG00000241134	7	150749736	150750094		
ENSG00000238694	4	34966241	34966344		
ENSG00000144566	3	19947079	19985175	HGNC:9783	RAB5A
ENSG00000242307	16	13922332	13922679	HGNC:36863	RPS26P52
ENSG00000260845	16	32735909	32741094		
ENSG00000117543	1	100989623	101026088	HGNC:24270	DPH5
ENSG00000188831	14	36371165	36372383	HGNC:20417	DPPA3P2
ENSG00000247624	4	14909961	15002045	HGNC:49082	CPEB2-AS1
ENSG00000199218	20	53097652	53097984	HGNC:45908	RN7SKP184
ENSG00000229037	X	53807776	53808623		
ENSG00000233864	Y	12662334	12692233	HGNC:18567	TTTY15
ENSG00000010379	12	220621	262873	HGNC:11046	SLC6A13
ENSG00000143107	1	108712657	108742740	HGNC:26668	FNDC7
ENSG00000278499	16	60358458	60359702		
ENSG00000130449	5	61332273	61546170	HGNC:29316	ZSWIM6
ENSG00000235880	9	267966	273002		
ENSG00000264010	2	11540605	11540677	HGNC:41579	MIR4429
ENSG00000110046	11	64894546	64917248	HGNC:29028	ATG2A
ENSG00000100084	22	19330698	19447450	HGNC:4916	HIRA
ENSG00000238840	10	4962436	4962568		
ENSG00000196166	8	38510834	38528662	HGNC:33774	C8orf86
ENSG00000164500	7	50096036	50159830	HGNC:22564	C7orf72
ENSG00000162419	1	28668732	28719353	HGNC:4370	GMEB1
ENSG00000273555	20	45425510	45425573	HGNC:50116	MIR6812
ENSG00000226471	22	28800683	28848559		
ENSG00000229162	1	24961345	24963097		
ENSG00000201297	4	125362819	125362929		
ENSG00000120334	1	173799550	173824720	HGNC:17879	CENPL
ENSG00000252364	12	41658676	41658793	HGNC:43260	RNA5SP360
ENSG00000187954	8	144449582	144465677	HGNC:17806	CYHR1
ENSG00000182446	17	81556887	81648465	HGNC:18261	NPLOC4
ENSG00000197291	17	42753914	42761257	HGNC:44358	RAMP2-AS1
ENSG00000248320	4	45323253	45326028	HGNC:39573	PRKRIRP9
ENSG00000222457	1	154297650	154297748	HGNC:47084	RNU6-121P
ENSG00000275483	CHR_HSCHR19LRC_PGF2_CTG3_1	54661303	54685299		
ENSG00000248406	19	12379746	12383687		
ENSG00000188076	11	193080	194573	HGNC:18394	SCGB1C1
ENSG00000219932	10	67874332	67874911	HGNC:23735	RPL12P8
ENSG00000213091	6	150042546	150043353	HGNC:8913	PHBP1
ENSG00000254930	11	13844862	13870616		
ENSG00000130592	11	1852970	1892267	HGNC:6707	LSP1
ENSG00000125170	16	57471922	57487327	HGNC:19868	DOK4
ENSG00000185448	X	34129756	34132314	HGNC:29962	FAM47A
ENSG00000268034	19	41506152	41506898		
ENSG00000235091	22	45875999	45887748		
ENSG00000255411	11	13785390	13848002		
ENSG00000163900	3	185476496	185499057	HGNC:30544	TMEM41A
ENSG00000108813	17	49968970	49974959	HGNC:2917	DLX4
ENSG00000226403	9	547317	549531		
ENSG00000237020	14	105891191	105891207	HGNC:5484	IGHD1-20
ENSG00000247925	6	11173452	11259099		
ENSG00000236469	2	71002531	71064743		
ENSG00000124491	6	6144085	6321013	HGNC:3531	F13A1
ENSG00000214711	2	31173056	31233858	HGNC:16664	CAPN14
ENSG00000064726	15	83016422	83067354	HGNC:1120	BTBD1
ENSG00000274729	CHR_HSCHR8_3_CTG1	7479647	7481569		
ENSG00000184434	9	26993136	27005693	HGNC:23379	LRRC19
ENSG00000183837	X	153056409	153060467	HGNC:18742	PNMA3
ENSG00000198003	19	11420604	11435782	HGNC:28303	CCDC151
ENSG00000198003	19	11420604	11435782	HGNC:16062	CRTC1
ENSG00000254927	11	13826843	13879499		
ENSG00000122490	18	79902420	79951664	HGNC:26188	PQLC1
ENSG00000275837	CHR_HSCHR22_1_CTG7	23786963	23834514		
ENSG00000248228	4	20392189	20394856	HGNC:41383	SLIT2-IT1
ENSG00000204619	6	30066709	30070333	HGNC:9285	PPP1R11
ENSG00000278533	CHR_HSCHR19LRC_LRC_I_CTG3_1	54094681	54102740		
ENSG00000255302	15	48877886	48880183	HGNC:1191	EID1
ENSG00000253520	5	179527224	179527513		
ENSG00000111674	12	6913745	6923698	HGNC:3353	ENO2
ENSG00000228048	10	55506219	55513217		
ENSG00000270433	14	23293852	23295798		
ENSG00000258346	12	116368764	116389471		
ENSG00000161381	17	39063303	39154394	HGNC:20945	PLXDC1
ENSG00000157985	2	235494089	236131800	HGNC:16922	AGAP1
ENSG00000224632	X	103007461	103008072		
ENSG00000276701	CHR_HSCHR22_1_CTG7	23894377	23895222		
ENSG00000276964	10	133673749	133675017		
ENSG00000234173	10	54486230	54656051		
ENSG00000173548	15	75647906	75662301	HGNC:28468	SNX33
ENSG00000242399	8	100776512	100776865	HGNC:36146	RPS20P23
ENSG00000251161	15	40906811	40910337		
ENSG00000236461	9	115119539	115138409		
ENSG00000222419	X	103850797	103850911	HGNC:43411	RNA5SP511
ENSG00000248720	8	126174186	126175014	HGNC:45144	RFPL4AP5
ENSG00000163516	2	219229757	219236669	HGNC:25527	ANKZF1
ENSG00000255309	11	11759101	11759433		
ENSG00000229453	3	48306842	48328341	HGNC:33160	SPINK8
ENSG00000170417	2	102736908	102843893	HGNC:26391	TMEM182
ENSG00000264015	18	77421619	77560763		
ENSG00000243455	19	18048637	18049090	HGNC:36901	RPS18P13
ENSG00000123447	11	49405091	49415789	HGNC:12443	TYRL
ENSG00000244227	3	167895948	167924011	HGNC:50536	LINC01330
ENSG00000206878	1	228652436	228652560		
ENSG00000143595	1	154321090	154325325	HGNC:16029	AQP10
ENSG00000139155	12	20695355	20753386	HGNC:13819	SLCO1C1
ENSG00000161958	17	7438273	7444937	HGNC:3667	FGF11
ENSG00000250888	5	79936579	79967626	HGNC:50545	MDONA
ENSG00000004846	7	20615207	20777038	HGNC:46	ABCB5
ENSG00000264249	5	171386656	171386760	HGNC:38923	MIR3912
ENSG00000212994	8	100895771	100896118	HGNC:31090	RPS26P6
ENSG00000275454	15	75639760	75640976		
ENSG00000276360	CHR_HSCHR15_4_CTG8	30243726	30243808		
ENSG00000227801	CHR_HSCHR6_MHC_COX_CTG1	33084308	33114125	HGNC:2187	COL11A2
ENSG00000223169	6	75865239	75865335	HGNC:43109	RNA5SP209
ENSG00000274950	CHR_HSCHR19LRC_PGF1_CTG3_1	54201424	54249604	HGNC:10442	RPS9
ENSG00000229226	4	168598240	168598757	HGNC:39648	BTF3L4P4
ENSG00000212789	11	18261982	18263091	HGNC:18556	ST13P5
ENSG00000278519	CHR_HSCHR19LRC_LRC_I_CTG3_1	54173854	54190480		
ENSG00000269800	19	41521043	41521989	HGNC:19648	PLEKHA3P1
ENSG00000171103	2	28849821	28870301	HGNC:26070	TRMT61B
ENSG00000227155	9	454304	492112		
ENSG00000276270	19	49791866	49791934	HGNC:50162	MIR6799
ENSG00000255067	11	12848795	12849433		
ENSG00000123992	2	219373546	219400022	HGNC:2981	DNPEP
ENSG00000231646	2	185783691	185800151		
ENSG00000225171	1	166868748	166869209	HGNC:39519	DUTP6
ENSG00000219253	6	77496119	77496671	HGNC:36092	RPS6P7
ENSG00000276383	CHR_HSCHR6_MHC_SSTO_CTG1	30051467	30051570		
ENSG00000233908	6	109288440	109288562		
ENSG00000175595	16	13920157	13952345	HGNC:3436	ERCC4
ENSG00000252650	1	204707320	204707430	HGNC:42852	RNA5SP75
ENSG00000265420	2	86193026	86193108	HGNC:41747	MIR4779
ENSG00000242034	4	9553614	9553985		
ENSG00000182899	3	197949987	197956610	HGNC:10345	RPL35A
ENSG00000252047	7	103434994	103435092		
ENSG00000185838	22	19783224	19854939	HGNC:4397	GNB1L
ENSG00000122644	7	12686856	12690934	HGNC:695	ARL4A
ENSG00000228656	9	63761546	63762824	HGNC:38497	MYO5BP3
ENSG00000226747	2	185719874	185740479		
ENSG00000257818	12	69284397	69285485		
ENSG00000201013	2	233379843	233379955		
ENSG00000131941	19	32978593	33064888	HGNC:19974	RHPN2
ENSG00000263422	17	60042361	60042442		
ENSG00000254462	11	57712605	57791586	HGNC:41992	TMX2-CTNND1
ENSG00000078900	1	3652520	3736201	HGNC:12003	TP73
ENSG00000274979	12	69326574	69331882		
ENSG00000131002	Y	19567313	19606274	HGNC:18473	TXLNGY
ENSG00000222413	9	117276985	117277286	HGNC:45849	RN7SKP125
ENSG00000274276	21	6444871	6468040		
ENSG00000252688	2	133333829	133333930	HGNC:47542	RNU6-579P
ENSG00000204334	2	170783786	170798971	HGNC:44395	ERICH2
ENSG00000230724	11	127204	139612	HGNC:38540	LINC01001
ENSG00000276838	CHR_HSCHR17_1_CTG2	1741760	1754186		
ENSG00000275838	CHR_HSCHR19LRC_LRC_T_CTG3_1	54763467	54811438	HGNC:6339	KIR3DL2
ENSG00000123352	12	49366584	49527424	HGNC:18650	SPATS2
ENSG00000234377	13	77919689	78617328	HGNC:42700	RNF219-AS1
ENSG00000128652	2	176136612	176173102	HGNC:5137	HOXD3
ENSG00000141748	17	39156894	39167484	HGNC:31111	ARL5C
ENSG00000277400	GL000194.1	53590	115018		
ENSG00000231159	Y	21972313	22005349	HGNC:23880	OFD1P8Y
ENSG00000226633	13	20178978	20179462	HGNC:39902	PPIAP28
ENSG00000136169	13	49444374	49495003	HGNC:20263	SETDB2
ENSG00000177590	7	150746893	150747728	HGNC:30975	GIMAP3P
ENSG00000274600	22	21383374	21389478	HGNC:33891	RIMBP3B
ENSG00000243544	3	121653994	121654296	HGNC:46188	RN7SL172P
ENSG00000226490	8	141514638	141518737		
ENSG00000163586	2	88122982	88128116	HGNC:3555	FABP1
ENSG00000184903	7	110663051	111562517	HGNC:14598	IMMP2L
ENSG00000176054	21	28997613	28998033	HGNC:10324	RPL23P2
ENSG00000237037	22	42090931	42137742	HGNC:45273	NDUFA6-AS1
ENSG00000264434	18	25302126	25302960		
ENSG00000165526	11	126202094	126211692	HGNC:25898	RPUSD4
ENSG00000132530	17	6755447	6775647	HGNC:30932	XAF1
ENSG00000255434	11	75596144	75597270		
ENSG00000275576	20	32116171	32116629		
ENSG00000276042	CHR_HSCHR19LRC_PGF1_CTG3_1	54592642	54600251	HGNC:6608	LILRB4
ENSG00000254496	11	49406190	49406714	HGNC:42880	CBX3P8
ENSG00000225347	9	32333457	32334354	HGNC:35469	SLC25A5P8
ENSG00000260412	9	27937617	27944497		
ENSG00000232615	5	1614836	1616334		
ENSG00000163354	1	155018520	155033781	HGNC:26562	DCST2
ENSG00000178252	3	49007062	49015953	HGNC:12758	WDR6
ENSG00000131242	17	31391624	31538217	HGNC:30267	RAB11FIP4
ENSG00000107957	10	103594027	103855543	HGNC:23664	SH3PXD2A
ENSG00000228005	7	50141540	50142823		
ENSG00000267595	17	43168170	43168249		
ENSG00000249574	7	379359	382712		
ENSG00000078403	10	21534165	21743630	HGNC:16063	MLLT10
ENSG00000267340	17	43169880	43170077		
ENSG00000273780	CHR_HSCHR17_7_CTG4	38229254	38313161		
ENSG00000248126	5	1598127	1598247		
ENSG00000255015	11	122294938	122301763		
ENSG00000234558	X	116106921	116108430	HGNC:595	API5P1
ENSG00000089220	12	118135858	118145584	HGNC:8630	PEBP1
ENSG00000258018	12	116517858	116518820		
ENSG00000214193	1	36306387	36324886	HGNC:26236	SH3D21
ENSG00000186496	18	35366697	35377337	HGNC:18824	ZNF396
ENSG00000205464	5	82279462	82386977	HGNC:28091	ATP6AP1L
ENSG00000260737	16	80566794	80572808	HGNC:49680	LINC01227
ENSG00000105607	19	12891026	12914207	HGNC:4189	GCDH
ENSG00000205015	16	89166383	89169147		
ENSG00000261294	16	1206560	1207124		
ENSG00000249850	5	36885206	36886497	HGNC:33400	KRT18P31
ENSG00000227290	1	87353524	87371655	HGNC:50599	LINC01364
ENSG00000273686	CHR_HSCHR15_3_CTG8	44711499	44718170		
ENSG00000267422	19	37779686	37792865		
ENSG00000263140	CHR_HSCHR21_3_CTG1_1	32772100	32798969	HGNC:1290	C21orf49
ENSG00000169035	19	50976482	50984099	HGNC:6368	KLK7
ENSG00000277715	12	106250759	106252786		
ENSG00000276491	CHR_HSCHR14_3_CTG1	106651920	106664237		
ENSG00000233082	7	1267353	1269267		
ENSG00000248409	22	23392771	23393839		
ENSG00000273568	12	131934642	131934928		
ENSG00000252311	16	85781775	85781899	HGNC:48445	RNU1-103P
ENSG00000273513	17	37924415	37935365		
ENSG00000229792	13	109400696	109401641	HGNC:42728	LINC00399
ENSG00000262979	17	80315651	80316633		
ENSG00000244791	8	126325495	126329535		
ENSG00000188730	7	49773661	49921950	HGNC:30200	VWC2
ENSG00000206780	4	17320746	17320882		
ENSG00000262214	CHR_HSCHR17_6_CTG4	41212710	41213241	HGNC:48873	KRTAP9-12P
ENSG00000185739	16	4189374	4242080	HGNC:11295	SRL
ENSG00000204709	6	28943877	28944537	HGNC:21195	C6orf100
ENSG00000255280	11	75642600	75642889		
ENSG00000274321	1	88520000	88520170		
ENSG00000270826	X	93776911	93777384		
ENSG00000232399	4	9224896	9226847	HGNC:44441	USP17L13
ENSG00000255992	12	131924736	131929351		
ENSG00000137200	6	37433219	37482827	HGNC:21077	CMTR1
ENSG00000175879	2	176129694	176132695	HGNC:5139	HOXD8
ENSG00000226665	13	75136154	75136940	HGNC:39274	SSR1P2
ENSG00000250602	5	126433505	126490371		
ENSG00000165643	9	135693407	135699528	HGNC:27845	SOHLH1
ENSG00000261730	6	1383790	1385066		
ENSG00000264688	CHR_HSCHR6_MHC_QBL_CTG1	30740537	30740788		
ENSG00000267002	17	43164183	43170403		
ENSG00000219146	6	154576309	154577079	HGNC:36683	RPS4XP8
ENSG00000160563	9	131860107	132079908	HGNC:2377	MED27
ENSG00000272511	3	21412222	21413944		
ENSG00000025293	20	35771974	35950381	HGNC:16098	PHF20
ENSG00000225567	CHR_HSCHR6_MHC_MCF_CTG1	29026834	29027761	HGNC:14749	OR2AD1P
ENSG00000259837	18	926083	927993		
ENSG00000255326	11	75583196	75594665		
ENSG00000223433	2	207654781	207654951		
ENSG00000111981	6	149964007	149973710	HGNC:14893	ULBP1
ENSG00000223076	13	60613608	60613734	HGNC:42607	RNA5SP31
ENSG00000135902	2	232525993	232536667	HGNC:1965	CHRND
ENSG00000163599	2	203867786	203873960	HGNC:2505	CTLA4
ENSG00000202111	5	140718925	140719013	HGNC:12655	VTRNA1-2
ENSG00000188971	2	69457997	69466503		
ENSG00000240309	3	89588714	89590097		
ENSG00000235728	7	36781008	36782789		
ENSG00000263638	CHR_HSCHR6_MHC_SSTO_CTG1	31747708	31747810		
ENSG00000237626	9	89978282	89987486		
ENSG00000159210	17	48929316	48945117	HGNC:17028	SNF8
ENSG00000153879	19	33373330	33382686	HGNC:1837	CEBPG
ENSG00000222955	8	55745232	55745342	HGNC:43165	RNA5SP265
ENSG00000237243	7	137953348	137957966		
ENSG00000163466	2	218217094	218254356	HGNC:705	ARPC2
ENSG00000261665	15	83739784	83740199	HGNC:44569	TUBA8P2
ENSG00000224697	10	54599678	54600683	HGNC:45030	NEFMP1
ENSG00000263940	4	110117736	110118070	HGNC:46291	RN7SL275P
ENSG00000226352	13	19674624	19675884		
ENSG00000224235	1	87899909	87905714		
ENSG00000124233	20	45206997	45209772	HGNC:10742	SEMG1
ENSG00000276986	CHR_HSCHR17_7_CTG4	35854956	35868891	HGNC:26548	HEATR9
ENSG00000231024	2	69700192	69713847		
ENSG00000264281	5	55944656	55944733		
ENSG00000273898	19	49009906	49009972	HGNC:50013	MIR6798
ENSG00000233228	1	92066306	92067839	HGNC:38003	LPCAT2BP
ENSG00000174405	13	108207439	108218368	HGNC:6601	LIG4
ENSG00000181273	11	56988872	56989867	HGNC:15251	OR5AK2
ENSG00000233286	2	120212935	120213275	HGNC:42150	MTND3P10
ENSG00000255224	8	144078002	144079265		
ENSG00000252620	3	195523087	195523221	HGNC:46923	RNU6ATAC24P
ENSG00000225739	7	36818959	36819690	HGNC:7920	NPM1P18
ENSG00000262211	5	55936143	55941727		
ENSG00000233688	X	154919578	154920182		
ENSG00000235246	22	38231320	38232248		
ENSG00000255090	11	122155422	122422871		
ENSG00000254215	14	106120207	106120473	HGNC:5692	IGHVIII-11-1
ENSG00000173482	18	7566782	8406861	HGNC:9675	PTPRM
ENSG00000230831	7	36838972	36841373		
ENSG00000243104	2	120213344	120213631		
ENSG00000278378	CHR_HSCHR19LRC_PGF2_CTG3_1	54094681	54102740		
ENSG00000207276	9	96256216	96256319	HGNC:48123	RNU6-1160P
ENSG00000260932	16	83929796	83931223		
ENSG00000239280	3	113740823	113741254		
ENSG00000228559	6	35544632	35545669		
ENSG00000188002	5	1598920	1634005		
ENSG00000167916	17	40697991	40703750	HGNC:18527	KRT24
ENSG00000164109	4	120055608	120067074	HGNC:6763	MAD2L1
ENSG00000225026	3	12328003	12328274		
ENSG00000261748	16	16952502	16953468		
ENSG00000270507	1	88313153	88313302		
ENSG00000189002	3	90202316	90257415	HGNC:9458	PROSP
ENSG00000233436	11	57743514	57751781	HGNC:37214	BTBD18
ENSG00000273162	10	101060029	101061005		
ENSG00000133169	X	103062651	103064240	HGNC:1036	BEX1
ENSG00000237700	1	13305955	13308887		
ENSG00000277901	20	23320958	23325352		
ENSG00000238518	5	96590192	96590276		
ENSG00000228525	1	226958069	226958267		
ENSG00000214676	4	168755816	168756382	HGNC:36851	RPL9P16
ENSG00000227788	2	120211727	120212862		
ENSG00000224895	3	47960327	47961081	HGNC:44612	VPS26BP1
ENSG00000259252	15	70195638	70198509		
ENSG00000224069	X	154897561	154898092		
ENSG00000169612	15	82986207	82991057	HGNC:31022	FAM103A1
ENSG00000221429	7	128290004	128290091		
ENSG00000219023	6	35555873	35556264		
ENSG00000250582	4	145497073	145502971	HGNC:49381	SMAD1-AS2
ENSG00000101146	20	57351010	57379211	HGNC:9828	RAE1
ENSG00000106443	7	10973872	11169623	HGNC:22203	PHF14
ENSG00000250829	4	186890969	186892366		
ENSG00000270285	3	48039267	48039490		
ENSG00000228465	Y	23967564	23970694	HGNC:37732	TRAPPC2P10
ENSG00000223683	1	63262113	63262707		
ENSG00000251586	4	105171354	105178063	HGNC:41125	TET2-AS1
ENSG00000228229	1	13324039	13324518		
ENSG00000104852	19	49085419	49108605	HGNC:11150	SNRNP70
ENSG00000275581	CHR_HSCHR5_1_CTG1_1	70244614	70262298		
ENSG00000243147	2	27771717	27988087	HGNC:14487	MRPL33
ENSG00000270856	13	61927090	61927272		
ENSG00000215993	12	43291495	43291580		
ENSG00000215444	20	51734533	51735067		
ENSG00000152093	2	130521197	130528604	HGNC:33983	CFC1B
ENSG00000214460	6	85427453	85427966	HGNC:49297	TPT1P6
ENSG00000278136	4	2981427	2981512		
ENSG00000150656	18	74534440	74587212	HGNC:20675	CNDP1
